,0,1,2,3,lon,lat,block,tract,geoid,blockgroup
27759,102827,SX-010581-002,50002639,A,-117.149185799,32.7494445008,,,,
27760,117947,SX-010320-004,50017189,A,-117.150141802,32.75173111,,,,
27761,107460,SX-010389-001,50007000,A,-117.148387897,32.7509460321,,,,
27762,107874,SX-010101-001,50007395,A,-117.151176791,32.7534522272,,,,
27763,106838,SX-010246-001,50006429,A,-117.151726884,32.7520612392,,,,
27764,106298,SS-013259-001,50005919,A,-117.156372997,32.7529919254,,,,
27765,106299,SX-010113-001,50005920,A,-117.152271628,32.7533256963,,,,
27766,101974,SS-002631-001,50001820,A,-117.153592701,32.7582911841,,,,
27767,107683,SX-009423-001,50007210,A,-117.151448822,32.7608066388,,,,
27768,105946,SX-009378-001,50005581,A,-117.151398771,32.7617384943,,,,
27769,123168,SS-013791-008,50022376,A,-117.168548439,32.7611129617,,,,
27770,123162,SS-013792-039,50022370,A,-117.170038558,32.7607532642,,,,
27771,123144,SS-013792-025,50022353,A,-117.173022925,32.7601166826,,,,
27772,123138,SS-013792-028,50022347,A,-117.173651007,32.7599879559,,,,
27773,123139,SS-013796-003,50022348,A,-117.172961344,32.7596722266,,,,
27774,123130,SS-013792-031,50022339,A,-117.174802377,32.759664283,,,,
27775,123107,SS-013797-028,50022316,A,-117.179157613,32.75916947,,,,
27776,123078,SS-013792-002,50022287,A,-117.184788949,32.7596924458,,,,
27777,136921,SX-009365-002,50037939,A,-117.166250115,32.76164861,,,,
27778,123095,SS-013797-011,50022304,A,-117.181520032,32.759250605,,,,
27779,130015,SX-009308-002,50030297,A,-117.146152175,32.7623706764,,,,
27780,133778,SS-021174-004,50034746,A,-117.14641458,32.7620842415,,,,
27781,133774,SS-021176-003,50034738,A,-117.146475262,32.7606576909,,,,
27782,137398,SS-021189-006,50038373,A,-117.14644191,32.7586587333,,,,
27783,108805,SS-021181-004,50008280,A,-117.146158287,32.7496436093,,,,
27784,108816,SS-021181-002,50008289,A,-117.146168159,32.7492285121,,,,
27785,134396,SX-008754-003,50035345,A,-117.154962937,32.7708977826,,,,
27786,135717,SX-008752-002,50036729,A,-117.156151826,32.7709769159,,,,
27787,130126,SS-011460-001,50030407,A,-117.159760513,32.7750344902,,,,
27788,127390,SX-008574-001,50027209,A,-117.150956731,32.7744650721,,,,
27789,127387,SS-011494-002,50027206,A,-117.150406627,32.7745328961,,,,
27790,127356,SX-008555-005,50027176,A,-117.153784316,32.7743382112,,,,
27791,127362,SS-011497-002,50027182,A,-117.157153686,32.7730192388,,,,
27792,108024,SS-018347-001,50007542,A,-117.161749183,32.7735431738,,,,
27793,101527,SX-008569-001,50001390,A,-117.164542054,32.7746260392,,,,
27794,132611,SX-008596-002,50033558,A,-117.168045475,32.7738690177,,,,
27795,113368,SS-005688-002,50012719,A,-117.170078986,32.7704514044,,,,
27796,113616,SS-005937-003,50012951,A,-117.171066214,32.7726226365,,,,
27797,113530,SS-005840-003,50012872,A,-117.168970244,32.7741873955,,,,
27798,113537,SS-005883-002,50012879,A,-117.167398005,32.7717628745,,,,
27799,113380,SX-008710-001,50012731,A,-117.16948496,32.7716033895,,,,
27800,105925,SS-012277-001,50005560,A,-117.169211568,32.7737746947,,,,
27801,127134,SX-008161-002,50026957,A,-117.169172078,32.7842428777,,,,
27802,109654,SS-026099-001,50009095,A,-117.175234138,32.7806429068,,,,
27803,104851,SX-008380-001,50004539,A,-117.173307895,32.7795476166,,,,
27804,108906,SS-021732-001,50008378,A,-117.171890629,32.7790500783,,,,
27805,109652,SS-026094-001,50009093,A,-117.171094553,32.7805924026,,,,
27806,103501,SX-008354-001,50003277,A,-117.165407381,32.7805663866,,,,
27807,114880,SS-008194-001,50014193,A,-117.166178323,32.7821142663,,,,
27808,116808,SX-008289-001,50016076,A,-117.164110134,32.7817551154,,,,
27809,116811,SS-013006-001,50016079,A,-117.163006844,32.7773323275,,,,
27810,109884,SX-008500-001,50009323,A,-117.166614632,32.7763607825,,,,
27811,106479,SX-008302-001,50006097,A,-117.161832667,32.7816077377,,,,
27812,105970,SS-012417-001,50005605,A,-117.160565121,32.7820561711,,,,
27813,109075,SS-022863-001,50008541,A,-117.155886114,32.7820658457,,,,
27814,111719,SS-024799-002,50011115,A,-117.154454732,32.7822165365,,,,
27815,101632,SX-008288-001,50001487,A,-117.150404745,32.7821403301,,,,
27816,123187,SS-005770-002,50022395,A,-117.155957517,32.7654683509,,,,
27817,123191,SS-005770-007,50022399,A,-117.155143078,32.7656774694,,,,
27818,123207,SS-005776-007,50022415,A,-117.148324285,32.7672310956,,,,
27819,123211,SS-005776-011,50022419,A,-117.14715711,32.7675170337,,,,
27820,114252,SX-008930-002,50013565,A,-117.18380644,32.7678111174,,,,
27821,114956,SS-008448-001,50014268,A,-117.184253688,32.7670384895,,,,
27822,113405,SX-008829-002,50012756,A,-117.181132277,32.7691897805,,,,
27823,117987,SX-008682-002,50017225,A,-117.180258334,32.7720038814,,,,
27824,132536,SX-008682-004,50033502,A,-117.180386417,32.7717488607,,,,
27825,117992,SS-016517-005,50017230,A,-117.182089887,32.7728356807,,,,
27826,113402,SX-008811-002,50012753,A,-117.182123388,32.7698223364,,,,
27827,113403,SX-008811-001,50012754,A,-117.18235364,32.769630286,,,,
27828,117983,SX-008602-001,50017223,A,-117.175275826,32.7736163451,,,,
27829,115931,SS-010922-001,50015225,A,-117.171984221,32.7705853128,,,,
27830,115935,SS-010922-003,50015229,A,-117.170681386,32.7710612569,,,,
27831,113522,SX-008740-001,50012864,A,-117.173163974,32.7710935586,,,,
27832,103257,SX-008484-001,50003050,A,-117.172440939,32.7767636644,,,,
27833,127118,SS-016513-006,50026941,A,-117.168754312,32.7882634822,,,,
27834,127080,SS-016496-003,50026903,A,-117.166877996,32.7902384419,,,,
27835,104164,SX-008122-001,50003879,A,-117.173687514,32.784721614,,,,
27836,109780,SS-027071-001,50009220,A,-117.171475514,32.7885080862,,,,
27837,109195,SS-023418-001,50008661,A,-117.173923393,32.7896823021,,,,
27838,109785,SX-007738-001,50009225,A,-117.172177265,32.7905786652,,,,
27839,101937,SX-007430-001,50001783,A,-117.175500144,32.7938261735,,,,
27840,108685,SX-007271-001,50008166,A,-117.173490824,32.7952877108,,,,
27841,104143,SS-007706-001,50003858,A,-117.174582263,32.7966050541,,,,
27842,114103,SS-006788-001,50013418,A,-117.182486122,32.78798426,,,,
27843,124748,SX-008078-001,50024000,A,-117.168685847,32.7857552809,,,,
27844,127090,SS-016497-007,50026913,A,-117.171286649,32.7845603754,,,,
27845,127091,SS-016497-004,50026914,A,-117.170914457,32.7846416706,,,,
27846,105495,SS-011205-001,50005151,A,-117.167125115,32.7869545911,,,,
27847,114882,SX-008044-001,50014195,A,-117.16460134,32.7861322708,,,,
27848,101598,SX-008059-001,50001453,A,-117.162654819,32.7860618183,,,,
27849,105961,SX-007926-001,50005596,A,-117.164626863,32.7881199475,,,,
27850,106632,SS-028468-001,50006239,A,-117.163342797,32.7888657148,,,,
27851,104377,SX-007875-001,50004082,A,-117.164492457,32.7888073858,,,,
27852,127077,SX-007706-002,50026900,A,-117.166952957,32.7907333657,,,,
27853,105696,SS-011666-001,50005344,A,-117.170439232,32.7902291764,,,,
27854,116410,SX-007507-002,50015680,A,-117.168964609,32.7932930813,,,,
27855,116411,SS-012016-001,50015681,A,-117.167361815,32.7924976255,,,,
27856,108019,SX-007275-001,50007537,A,-117.169688194,32.7952752155,,,,
27857,108167,SS-019130-001,50007670,A,-117.181426423,32.8014692961,,,,
27858,108164,SX-006590-001,50007667,A,-117.182032066,32.8033447145,,,,
27859,101531,SS-001658-001,50001394,A,-117.179526396,32.8062993706,,,,
27860,119320,SX-006796-001,50018518,A,-117.177857932,32.8008478605,,,,
27861,119304,SS-020410-001,50018502,A,-117.177508668,32.8020469817,,,,
27862,116345,SX-007636-003,50015624,A,-117.165375286,32.7917225171,,,,
27863,116349,SS-016495-003,50015628,A,-117.165734896,32.7911004025,,,,
27864,117974,SX-006814-004,50017214,A,-117.15785223,32.800587759,,,,
27865,117972,SX-006814-003,50017212,A,-117.15779255,32.8009544377,,,,
27866,111804,SX-006763-003,50011197,A,-117.159495767,32.8012260296,,,,
27867,111728,SX-006532-001,50011124,A,-117.162117593,32.8044080224,,,,
27868,112167,SX-006409-002,50011555,A,-117.155123883,32.8056827752,,,,
27869,102717,SS-004171-001,50002534,A,-117.159220941,32.8042366495,,,,
27870,122052,SS-014959-002,50021249,A,-117.154321333,32.803131315,,,,
27871,122049,SS-014958-002,50021246,A,-117.153521725,32.8052892575,,,,
27872,122036,SX-006705-001,50021233,A,-117.153566436,32.8023517975,,,,
27873,122045,SS-013084-002,50021242,A,-117.152892474,32.8024853486,,,,
27874,122046,SS-013084-001,50021243,A,-117.152429814,32.8025886077,,,,
27875,101891,SX-007133-001,50001738,A,-117.146195175,32.7970771898,,,,
27876,106053,SS-012669-001,50005677,A,-117.15085967,32.7878085713,,,,
27877,136470,SX-007316-003,50037425,A,-117.157617466,32.7948608893,,,,
27878,135856,SX-007545-004,50036875,A,-117.156394535,32.7923927744,,,,
27879,135853,SX-007545-002,50036872,A,-117.156487123,32.7928521274,,,,
27880,128670,SS-013275-002,50028467,A,-117.157566748,32.7935708336,,,,
27881,132986,SX-007595-002,50033911,A,-117.157001262,32.792535707,,,,
27882,103509,SX-007746-001,50003285,A,-117.15740716,32.7907152673,,,,
27883,108905,SX-007766-001,50008377,A,-117.155570142,32.7903855368,,,,
27884,107939,SX-007986-001,50007457,A,-117.154980304,32.787134589,,,,
27885,103504,SS-006276-001,50003280,A,-117.157419203,32.7871469171,,,,
27886,102891,SS-004495-001,50002702,A,-117.158871649,32.7856887932,,,,
27887,121942,SS-006280-009,50021144,A,-117.16113383,32.7878614992,,,,
27888,121940,SS-006280-007,50021142,A,-117.160177949,32.7874584333,,,,
27889,113354,SS-005962-001,50012705,A,-117.182669695,32.8090056348,,,,
27890,118931,SX-005951-003,50018136,A,-117.180962585,32.8106958045,,,,
27891,108276,SX-005752-001,50007778,A,-117.18489518,32.8133826606,,,,
27892,103170,SX-005925-001,50002968,A,-117.17381678,32.8111593519,,,,
27893,102016,SX-006292-001,50001861,A,-117.164729199,32.8067952359,,,,
27894,102621,SX-006052-001,50002443,A,-117.164830307,32.8094280463,,,,
27895,102181,SS-002972-001,50002022,A,-117.167995138,32.8101741407,,,,
27896,102182,SX-005988-001,50002023,A,-117.164785418,32.8102762968,,,,
27897,102834,SS-002764-001,50002646,A,-117.163608126,32.8119330942,,,,
27898,102574,SX-005830-001,50002400,A,-117.162703826,32.8126121385,,,,
27899,101935,SX-006272-001,50001781,A,-117.162404204,32.8070984213,,,,
27900,102073,SX-005984-001,50001918,A,-117.162669483,32.8102411086,,,,
27901,118002,SX-006220-005,50017236,A,-117.154319952,32.8076555351,,,,
27902,131477,SX-006220-002,50032453,A,-117.153908407,32.8077662754,,,,
27903,114736,SX-005521-005,50014052,A,-117.154934187,32.8169871839,,,,
27904,114733,SX-005521-002,50014049,A,-117.154611263,32.8172558762,,,,
27905,119404,SS-020753-002,50018601,A,-117.156476396,32.8147297101,,,,
27906,101920,SS-002502-001,50001767,A,-117.159020638,32.8149405063,,,,
27907,102012,SX-005672-001,50001857,A,-117.160862433,32.8147372852,,,,
27908,107009,SX-005528-001,50006590,A,-117.158496247,32.8169566237,,,,
27909,111521,SX-005585-003,50010922,A,-117.159704503,32.8161983278,,,,
27910,135579,SS-017653-001,50036568,A,-117.161364688,32.8180112244,,,,
27911,105587,SX-005722-001,50005241,A,-117.165363949,32.8141116893,,,,
27912,106259,SS-013177-001,50005880,A,-117.165779195,32.8128841451,,,,
27913,120580,SS-023916-001,50019816,A,-117.174977384,32.813354976,,,,
27914,105585,SS-011370-001,50005239,A,-117.170338004,32.8140152767,,,,
27915,102221,SX-005642-001,50002062,A,-117.17094436,32.8151953675,,,,
27916,102128,SS-002848-001,50001972,A,-117.169170283,32.8156483502,,,,
27917,119805,SX-005502-001,50019052,A,-117.170237807,32.8173523828,,,,
27918,112648,SS-004208-001,50012014,A,-117.167475152,32.8158701886,,,,
27919,108205,SX-005561-001,50007707,A,-117.174676806,32.8163462436,,,,
27920,108206,SS-019182-001,50007708,A,-117.173890771,32.8165046705,,,,
27921,113618,SX-005508-001,50012953,A,-117.176611565,32.8172445919,,,,
27922,116357,SX-005501-002,50015636,A,-117.1807059,32.8175113259,,,,
27923,129498,SS-012033-001,50029487,A,-117.178353813,32.8142366473,,,,
27924,103804,SS-006993-002,50003547,A,-117.182184129,32.8249328663,,,,
27925,103458,SS-006152-001,50003238,A,-117.182009147,32.8257772963,,,,
27926,103456,SX-004985-001,50003236,A,-117.183366916,32.8262669287,,,,
27927,102643,SX-004927-001,50002465,A,-117.182386186,32.8272596828,,,,
27928,103391,SS-005951-001,50003175,A,-117.173343225,32.824661221,,,,
27929,112140,SS-003392-002,50011528,A,-117.178226366,32.8228329192,,,,
27930,103805,SX-005065-001,50003548,A,-117.18003211,32.8249058037,,,,
27931,108779,SS-021125-001,50008254,A,-117.177480262,32.8258594937,,,,
27932,107437,SX-004920-001,50006977,A,-117.177227035,32.8274699674,,,,
27933,116813,SS-013015-002,50016081,A,-117.168755665,32.8281616647,,,,
27934,103445,SX-005112-001,50003226,A,-117.169051668,32.8239294911,,,,
27935,102689,SX-005207-001,50002508,A,-117.1650036,32.8223451421,,,,
27936,102397,SX-005160-001,50002227,A,-117.165454157,32.8231003937,,,,
27937,102688,SS-004121-001,50002507,A,-117.164654454,32.8238305544,,,,
27938,112134,SX-005314-001,50011522,A,-117.173483354,32.8204865451,,,,
27939,118928,SX-005375-001,50018133,A,-117.175573491,32.8191275561,,,,
27940,104290,SX-005322-001,50004002,A,-117.165902249,32.8203327484,,,,
27941,114971,SS-008571-001,50014283,A,-117.160012977,32.8237188317,,,,
27942,135133,SX-005146-003,50036120,A,-117.154922192,32.8234387896,,,,
27943,112989,SX-005148-001,50012345,A,-117.153174031,32.8234275386,,,,
27944,113027,SS-005095-001,50012383,A,-117.146822782,32.8262697549,,,,
27945,112093,SX-005256-003,50011484,A,-117.144259893,32.8215286028,,,,
27946,121928,SS-018111-004,50021132,A,-117.149025098,32.8227730909,,,,
27947,121926,SS-018111-002,50021130,A,-117.148694515,32.8229146409,,,,
27948,111723,SX-005347-003,50011119,A,-117.149250513,32.8198246983,,,,
27949,112075,SX-005247-004,50011466,A,-117.15536781,32.8215060648,,,,
27950,102058,SX-005327-001,50001903,A,-117.157156102,32.820045159,,,,
27951,104712,SX-004821-001,50004407,A,-117.182358704,32.8286606059,,,,
27952,101887,SX-004775-001,50001734,A,-117.179818593,32.8296547957,,,,
27953,101552,SS-001694-001,50001415,A,-117.180495293,32.8322315914,,,,
27954,114360,SS-007282-001,50013673,A,-117.177293936,32.8345936315,,,,
27955,114362,SX-004481-002,50013675,A,-117.182537575,32.8343154854,,,,
27956,102500,SS-003627-001,50002330,A,-117.177544011,32.8351538261,,,,
27957,104210,SS-030195-001,50003925,A,-117.181376777,32.8358512777,,,,
27958,102044,SX-004230-001,50001889,A,-117.178142791,32.8389886679,,,,
27959,107441,SX-004156-001,50006981,A,-117.178787819,32.8413389579,,,,
27960,107449,SS-016426-001,50006989,A,-117.180383282,32.8425789012,,,,
27961,102134,SX-004189-001,50001978,A,-117.174971755,32.8403925582,,,,
27962,107400,SX-004263-001,50006940,A,-117.175854207,32.8379277382,,,,
27963,101951,SX-004337-001,50001797,A,-117.175878022,32.8366323194,,,,
27964,102133,SX-004338-001,50001977,A,-117.175322633,32.8366045302,,,,
27965,102131,SX-004391-001,50001975,A,-117.175333241,32.8357555015,,,,
27966,135894,SS-006123-002,50036910,A,-117.169870176,32.8318975576,,,,
27967,113669,SS-006123-003,50013004,A,-117.169536977,32.8317274674,,,,
27968,117370,SX-004695-001,50016610,A,-117.169522029,32.8310955019,,,,
27969,117934,SS-016375-001,50017176,A,-117.168895376,32.8298509644,,,,
27970,117933,SS-016375-002,50017175,A,-117.168827191,32.8304918767,,,,
27971,114420,SX-004602-005,50013731,A,-117.164012605,32.8328679676,,,,
27972,136434,SS-013418-001,50037391,A,-117.168002893,32.8366715237,,,,
27973,136929,SX-004190-004,50037947,A,-117.167409552,32.8401367755,,,,
27974,114743,SS-007854-001,50014059,A,-117.16101889,32.8345759598,,,,
27975,114716,SS-007856-002,50014032,A,-117.155150565,32.8348857153,,,,
27976,114741,SX-004811-002,50014057,A,-117.153064043,32.8288892998,,,,
27977,120222,SS-022781-001,50019468,A,-117.150604154,32.8307566708,,,,
27978,132995,SS-007285-001,50033920,A,-117.150843571,32.8329970256,,,,
27979,136309,SS-007284-007,50037266,A,-117.146867102,32.8330163479,,,,
27980,118343,SS-017824-001,50017571,A,-117.18313393,32.8491243694,,,,
27981,118543,SX-003430-001,50017766,A,-117.183066759,32.8799509156,,,,
27982,118249,SX-003432-001,50017479,A,-117.178332415,32.8802737958,,,,
27983,118251,SS-017523-002,50017481,A,-117.176934123,32.8800334909,,,,
27984,116201,SX-003450-005,50015488,A,-117.172858509,32.8776006734,,,,
27985,134079,SX-003427-002,50035052,A,-117.171307393,32.8808365685,,,,
27986,128558,SS-018435-001,50028352,A,-117.166647863,32.8786566054,,,,
27987,114652,SX-003446-002,50013960,A,-117.168166409,32.8783731925,,,,
27988,131922,SS-025350-001,50032912,A,-117.169150922,32.8829379114,,,,
27989,113593,SX-003417-003,50012928,A,-117.168015745,32.8826836967,,,,
27990,121673,SS-028264-001,50020885,A,-117.167943453,32.8866268567,,,,
27991,113980,SX-003404-001,50013297,A,-117.168307418,32.8855203844,,,,
27992,129368,SS-008249-002,50029347,A,-117.169209685,32.8869523352,,,,
27993,135824,SS-023006-001,50036846,A,-117.170860979,32.8838031414,,,,
27994,113960,SS-006545-002,50013278,A,-117.178089229,32.8874600476,,,,
27995,113981,SS-006559-001,50013298,A,-117.159035787,32.88733768,,,,
27996,113962,SX-003397-001,50013280,A,-117.163376312,32.8859073668,,,,
27997,126878,SS-018434-002,50026699,A,-117.159738609,32.8800577814,,,,
27998,113965,SS-006556-002,50013283,A,-117.157859466,32.8841353571,,,,
27999,132165,SS-015083-001,50033143,A,-117.15425394,32.8865715722,,,,
28000,132681,SS-026753-001,50033623,A,-117.152717338,32.8892045445,,,,
28001,128425,SS-009532-001,50028221,A,-117.151798709,32.8927025493,,,,
28002,111703,SX-003345-001,50011099,A,-117.146485256,32.8942753908,,,,
28003,132135,SX-003375-001,50033113,A,-117.148225709,32.8907593713,,,,
28004,115657,SS-010334-001,50014964,A,-117.14911955,32.8873191837,,,,
28005,132237,SS-020728-002,50033212,A,-117.162425024,32.8998747873,,,,
28006,128525,SX-003324-001,50028319,A,-117.159998003,32.8983212185,,,,
28007,119168,SX-003264-001,50018370,A,-117.157538868,32.9016986708,,,,
28008,111452,SX-003246-001,50010853,A,-117.146862116,32.9020232868,,,,
28009,115646,SS-010292-001,50014954,A,-117.148319354,32.9032241098,,,,
28010,111450,SX-003199-001,50010851,A,-117.146848857,32.9034388658,,,,
28011,115658,SX-003110-001,50014965,A,-117.149595084,32.9051511568,,,,
28012,116520,SX-003109-001,50015788,A,-117.150410253,32.9052108418,,,,
28013,116891,SS-013322-001,50016159,A,-117.151578899,32.9059021624,,,,
28014,116021,SX-003037-001,50015313,A,-117.155486517,32.9067871338,,,,
28015,130099,SS-011198-001,50030381,A,-117.155211783,32.9082692197,,,,
28016,111434,SX-003006-001,50010835,A,-117.150524622,32.9073115886,,,,
28017,113178,SX-002983-001,50012536,A,-117.151451314,32.9079184386,,,,
28018,112034,SX-003003-001,50011425,A,-117.148181865,32.9076275355,,,,
28019,113175,SX-002958-001,50012533,A,-117.148095304,32.9085636886,,,,
28020,118577,SX-002810-001,50017796,A,-117.152461349,32.9120417365,,,,
28021,118588,SX-002859-003,50017806,A,-117.155839332,32.9106726621,,,,
28022,130122,SX-002920-001,50030403,A,-117.15932674,32.9091820986,,,,
28023,133470,SS-010902-003,50034461,A,-117.165749757,32.9100681235,,,,
28024,133467,SX-002905-001,50034458,A,-117.166246156,32.9093615322,,,,
28025,132671,SX-002856-001,50033613,A,-117.161854682,32.910699207,,,,
28026,132675,SS-008557-002,50033617,A,-117.160459408,32.9107926347,,,,
28027,131911,SS-028208-001,50032901,A,-117.162971225,32.9113777499,,,,
28028,131909,SS-028207-002,50032899,A,-117.163799619,32.9128606357,,,,
28029,135426,SX-002850-002,50036405,A,-117.171983536,32.9110036086,,,,
28030,135416,SS-007474-002,50036395,A,-117.17372368,32.9110216382,,,,
28031,135419,SS-007474-001,50036398,A,-117.17527371,32.9107722984,,,,
28032,135414,SX-002935-001,50036393,A,-117.17475077,32.9089168407,,,,
28033,135417,SS-013281-001,50036396,A,-117.17267694,32.9084630297,,,,
28034,132408,SX-003027-004,50033375,A,-117.174019551,32.9069282608,,,,
28035,132407,SX-003027-005,50033374,A,-117.174282395,32.9068256311,,,,
28036,132412,SX-002995-004,50033379,A,-117.171114361,32.9074238582,,,,
28037,131348,SX-002954-001,50032319,A,-117.170694179,32.9084582316,,,,
28038,135773,SX-003084-004,50036777,A,-117.180673319,32.9054181892,,,,
28039,135767,SX-003189-002,50036771,A,-117.184267421,32.9037550184,,,,
28040,134678,SS-018376-004,50035665,A,-117.159192776,32.9096190915,,,,
28041,135535,SS-018374-003,50036522,A,-117.153086729,32.9117090012,,,,
28042,118608,SS-018373-003,50017827,A,-117.150714671,32.912347193,,,,
28043,116109,SX-002732-001,50015400,A,-117.15047273,32.9143364721,,,,
28044,116310,SS-011946-001,50015589,A,-117.151096213,32.9150795235,,,,
28045,116309,SX-002697-001,50015588,A,-117.152446067,32.9154743943,,,,
28046,119086,SS-019815-001,50018289,A,-117.150501042,32.9156354925,,,,
28047,112177,SX-002806-001,50011565,A,-117.153484126,32.9120040314,,,,
28048,112176,SS-003516-001,50011564,A,-117.15394212,32.9129722817,,,,
28049,113690,SX-002682-001,50013025,A,-117.163879913,32.9157270849,,,,
28050,130095,SX-002948-001,50030377,A,-117.156280787,32.9084530949,,,,
28051,114965,SX-003030-001,50014277,A,-117.157564168,32.9069924638,,,,
28052,130124,SX-003021-001,50030405,A,-117.159541655,32.9071208506,,,,
28053,130118,SX-002979-001,50030399,A,-117.16068697,32.9080668385,,,,
28054,130109,SX-003096-001,50030391,A,-117.162760491,32.9055153528,,,,
28055,128004,SX-003019-001,50027798,A,-117.16500915,32.9072828556,,,,
28056,132140,SS-026507-002,50033118,A,-117.164984545,32.9028819794,,,,
28057,132155,SX-003202-001,50033133,A,-117.168497692,32.903120466,,,,
28058,132144,SX-003170-001,50033122,A,-117.167708701,32.9038515912,,,,
28059,132147,SS-014889-001,50033125,A,-117.166852634,32.9051820415,,,,
28060,111909,SX-002509-001,50011302,A,-117.147490636,32.9197153477,,,,
28061,115643,SX-002633-001,50014951,A,-117.148561944,32.9170830824,,,,
28062,118857,SX-002620-001,50018067,A,-117.152406993,32.9173100047,,,,
28063,118292,SS-017698-001,50017522,A,-117.157528389,32.9180503333,,,,
28064,113707,SX-002488-001,50013042,A,-117.156564006,32.9202819857,,,,
28065,112192,SS-003551-001,50011580,A,-117.160582208,32.9193485362,,,,
28066,112196,SX-002643-001,50011584,A,-117.160602424,32.9167376443,,,,
28067,118449,SX-002449-001,50017675,A,-117.151833699,32.9213775095,,,,
28068,112809,SS-004485-001,50012172,A,-117.14876695,32.9202430649,,,,
28069,111905,SX-002365-001,50011298,A,-117.14788725,32.9232920568,,,,
28070,121829,SS-029204-001,50021041,A,-117.151925603,32.9236656604,,,,
28071,111117,SX-002256-001,50010526,A,-117.152675383,32.9251165545,,,,
28072,131971,SX-002018-001,50032953,A,-117.147482335,32.9310354831,,,,
28073,131956,SX-002004-001,50032938,A,-117.14767612,32.9318201495,,,,
28074,132834,SX-002008-002,50033780,A,-117.149428871,32.9315916532,,,,
28075,131952,SX-002068-002,50032936,A,-117.151611605,32.929434323,,,,
28076,131953,SX-002068-001,50032937,A,-117.151362351,32.9296000204,,,,
28077,135106,SX-002114-001,50036095,A,-117.154086426,32.9282773367,,,,
28078,135104,SS-022341-001,50036093,A,-117.156466359,32.9277225762,,,,
28079,127937,SX-002151-001,50027732,A,-117.158077537,32.9272074314,,,,
28080,111479,SS-002427-001,50010880,A,-117.157954568,32.9244515784,,,,
28081,111498,SX-002339-001,50010899,A,-117.155420031,32.9237500572,,,,
28082,111499,SX-002340-001,50010900,A,-117.156383002,32.9235880535,,,,
28083,118856,SS-018937-002,50018066,A,-117.15385014,32.922411683,,,,
28084,136226,SS-027953-001,50037197,A,-117.163409277,32.9289265145,,,,
28085,136212,SX-002277-001,50037183,A,-117.163969601,32.9248270907,,,,
28086,136202,SS-024680-001,50037173,A,-117.165335249,32.924527706,,,,
28087,136201,SS-024681-001,50037172,A,-117.16645426,32.9233911511,,,,
28088,136639,SX-002293-002,50037623,A,-117.166305372,32.9244274134,,,,
28089,133843,SS-005472-002,50034818,A,-117.168336424,32.9218445442,,,,
28090,133876,SS-005472-004,50034851,A,-117.167144529,32.9231754273,,,,
28091,134166,SX-001797-002,50035129,A,-117.159068974,32.9403558889,,,,
28092,134171,SX-001717-001,50035134,A,-117.157917174,32.9438711054,,,,
28093,134221,SS-012377-001,50035183,A,-117.156363799,32.9436990383,,,,
28094,134204,SX-001759-001,50035167,A,-117.151082551,32.9422735526,,,,
28095,134021,SX-001715-001,50034990,A,-117.147547865,32.9441785821,,,,
28096,134030,SX-001779-001,50034999,A,-117.147765796,32.9414007946,,,,
28097,134148,SX-001794-002,50035111,A,-117.153979174,32.9403526641,,,,
28098,134199,SS-017351-001,50035162,A,-117.165136136,32.9404674555,,,,
28099,135647,SX-001822-001,50036635,A,-117.16660244,32.9390261115,,,,
28100,117804,SX-001137-001,50017046,A,-117.238478915,32.9605776488,,,,
28101,128422,SS-015967-001,50028218,A,-117.236191719,32.9630396905,,,,
28102,128423,SS-015967-002,50028219,A,-117.235186178,32.9627749132,,,,
28103,116773,SX-001093-001,50016042,A,-117.235184299,32.9621709398,,,,
28104,129457,SS-003974-002,50029434,A,-117.230326476,32.961158917,,,,
28105,129147,SS-013254-001,50029127,A,-117.225536021,32.9607721489,,,,
28106,128627,SX-001101-001,50028424,A,-117.227939125,32.9616739257,,,,
28107,128623,SX-001062-001,50028420,A,-117.227564437,32.9630157621,,,,
28108,135029,SS-020405-001,50036030,A,-117.230685966,32.966641433,,,,
28109,134851,SS-011203-001,50035856,A,-117.210359717,32.9629014666,,,,
28110,134847,SS-028995-001,50035852,A,-117.208934952,32.9620811852,,,,
28111,134872,SX-001114-001,50035877,A,-117.214363797,32.9614452031,,,,
28112,132002,SX-001123-001,50032983,A,-117.217625657,32.9611789166,,,,
28113,134868,SX-001058-001,50035873,A,-117.21607479,32.9633111507,,,,
28114,134865,SS-022967-001,50035870,A,-117.214594653,32.9656957063,,,,
28115,122642,SS-015488-001,50021854,A,-117.278832974,32.8409485795,,,,
28116,122564,SS-022429-005,50021776,A,-117.278890927,32.8419611106,,,,
28117,122577,SS-022427-002,50021789,A,-117.277103656,32.8450502345,,,,
28118,122578,SX-004032-001,50021790,A,-117.276688438,32.8450967703,,,,
28119,104041,SX-003966-001,50003763,A,-117.276284758,32.8472837066,,,,
28120,122593,SS-022423-002,50021805,A,-117.27435754,32.8475021807,,,,
28121,122703,SX-003979-002,50021916,A,-117.27346045,32.8470719773,,,,
28122,122704,SS-013403-001,50021917,A,-117.273182055,32.8473166625,,,,
28123,122558,SS-028199-004,50021770,A,-117.272568995,32.8469582445,,,,
28124,122557,SS-028199-003,50021769,A,-117.272602907,32.847214609,,,,
28125,122555,SS-028199-001,50021767,A,-117.272810911,32.8471812785,,,,
28126,122696,SS-013398-002,50021909,A,-117.273059092,32.8457022242,,,,
