tract,blockgroup,count,landarea,cent_lat,cent_lon,sl_density
10107.0,3.0,23,281404,+32.5784822,-117.0792245,8.17330244062e-05
10107.0,4.0,29,255363,+32.5786424,-117.0728131,0.000113563828746
10109.0,1.0,69,11049234,+32.5494881,-117.0884184,6.24477678724e-06
10109.0,2.0,36,483507,+32.5609914,-117.0697521,7.44560058076e-05
10110.0,1.0,41,532442,+32.5797046,-117.0890515,7.7003692421e-05
10110.0,2.0,31,327286,+32.5728373,-117.0862390,9.47183808657e-05
10110.0,3.0,40,293583,+32.5732598,-117.0905751,0.000136247671016
10110.0,4.0,9,80602,+32.5691593,-117.0906047,0.000111659760304
10110.0,5.0,48,952772,+32.5634746,-117.0883263,5.03793142536e-05
10111.0,1.0,37,303881,+32.5644810,-117.0643919,0.000121758188238
10111.0,2.0,15,299624,+32.5639003,-117.0681940,5.00627453075e-05
10112.0,1.0,32,596538,+32.5699671,-117.0813763,5.36428525928e-05
10112.0,2.0,8,205512,+32.5657562,-117.0775449,3.892716727e-05
10402.0,1.0,3,330616,+32.5746955,-117.1057045,9.07397101169e-06
11801.0,3.0,1,161985,+32.6830070,-117.1051881,6.17341111831e-06
11802.0,1.0,1,257059,+32.6874474,-117.0983219,3.89015751248e-06
11902.0,4.0,2,250124,+32.6915933,-117.0843513,7.99603396715e-06
12003.0,1.0,3,439313,+32.6844348,-117.0690185,6.82884412708e-06
12003.0,2.0,3,651400,+32.6771724,-117.0781151,4.60546515198e-06
12102.0,2.0,4,483048,+32.6726587,-117.0739204,8.28075056723e-06
12200.0,2.0,1,887872,+32.6645262,-117.0714010,1.12628847401e-06
13205.0,1.0,12,1777331,+32.5966578,-117.0802103,6.7516967858e-06
13308.0,1.0,3,510059,+32.5917170,-117.0409809,5.8816725124e-06
14002.0,1.0,1,819417,+32.7207290,-117.0210328,1.22037985543e-06
14101.0,2.0,1,610167,+32.7214285,-117.0326737,1.63889558105e-06
14102.0,1.0,97,932388,+32.7158510,-117.0402560,0.000104033942951
14102.0,2.0,27,248612,+32.7180830,-117.0300311,0.000108602963654
14200.0,1.0,1,795717,+32.7290433,-117.0464208,1.25672820865e-06
14200.0,3.0,2,688258,+32.7211985,-117.0444100,2.90588703655e-06
14500.0,2.0,1,388716,+32.7472596,-117.0462655,2.57257226355e-06
14700.0,1.0,2,614705,+32.7652597,-117.0346397,3.25359318698e-06
14700.0,3.0,3,835488,+32.7610753,-117.0489535,3.59071584511e-06
14700.0,4.0,3,499170,+32.7631842,-117.0413644,6.00997656109e-06
14804.0,3.0,1,295463,+32.7823638,-117.0362222,3.38451853532e-06
14806.0,2.0,2,694452,+32.7717214,-117.0350038,2.87996866594e-06
16605.0,1.0,1,615248,+32.8350684,-117.0323101,1.6253608301e-06
16606.0,1.0,3,1820679,+32.8392995,-117.0105038,1.64773691573e-06
16606.0,2.0,2,907658,+32.8453362,-117.0171038,2.20347311432e-06
17006.0,1.0,19,977347,+33.0132967,-117.0542437,1.9440382996e-05
17014.0,1.0,76,1201587,+33.0183582,-117.0716919,6.32496856241e-05
17014.0,2.0,92,805205,+33.0124686,-117.0630429,0.00011425661788
17015.0,1.0,64,710241,+33.0357385,-117.0630796,9.01102583489e-05
17015.0,2.0,51,766104,+33.0254554,-117.0637255,6.65705961593e-05
17015.0,3.0,104,2570137,+33.0417215,-117.0709571,4.04647689987e-05
17015.0,4.0,65,705740,+33.0285775,-117.0754927,9.2101907218e-05
17018.0,1.0,24,700063,+32.9679934,-117.0975835,3.42826288491e-05
17018.0,2.0,30,1101769,+32.9575511,-117.1046179,2.72289381894e-05
17019.0,1.0,98,937356,+33.0242346,-117.0557799,0.00010454939212
17019.0,2.0,89,1240154,+33.0341702,-117.0539075,7.17652807635e-05
17019.0,3.0,166,4120488,+33.0475966,-117.0492638,4.0286490338e-05
17022.0,1.0,49,383773,+32.9098777,-117.0934329,0.000127679643956
17022.0,2.0,51,358423,+32.9056758,-117.0947960,0.000142289975811
17022.0,3.0,44,415072,+32.9042955,-117.0913109,0.000106005705034
17022.0,4.0,50,475063,+32.9007141,-117.1041111,0.000105249198527
17022.0,5.0,39,1110371,+32.8992692,-117.1109740,3.51233956939e-05
17022.0,6.0,155,1722837,+32.9085642,-117.1046265,8.99678843675e-05
17029.0,1.0,245,21903881,+32.9881564,-117.1614853,1.11852324252e-05
17029.0,2.0,8,8638330,+32.9942725,-117.1996448,9.26104930004e-07
17030.0,1.0,369,31600936,+33.0362376,-117.1267567,1.1676869318e-05
17030.0,2.0,46,517858,+33.0372508,-117.0821093,8.88274391822e-05
17030.0,3.0,22,523149,+33.0502398,-117.0739820,4.20530288694e-05
17030.0,4.0,56,728951,+33.0369001,-117.0874618,7.68227219662e-05
17031.0,1.0,50,414232,+33.0266799,-117.0882832,0.00012070530524
17031.0,2.0,22,208256,+33.0309028,-117.0844839,0.000105639213276
17031.0,3.0,15,436038,+33.0282133,-117.0814444,3.44006715011e-05
17032.0,1.0,124,9131187,+33.0089980,-117.1044271,1.35798335967e-05
17032.0,2.0,83,984286,+33.0055028,-117.0851944,8.43250843759e-05
17033.0,1.0,27,297373,+32.9636916,-117.1163830,9.07950620937e-05
17033.0,2.0,22,330407,+32.9654598,-117.1127862,6.65845457269e-05
17033.0,3.0,167,8521939,+32.9812095,-117.1151044,1.95964791581e-05
17034.0,1.0,50,1918278,+32.9888550,-117.0923905,2.60650437528e-05
17034.0,2.0,23,327992,+32.9936729,-117.0885179,7.01236615527e-05
17034.0,3.0,41,422628,+32.9886553,-117.0896256,9.70120294917e-05
17035.0,1.0,43,1964318,+32.9748772,-117.0997987,2.18905492899e-05
17035.0,2.0,16,239847,+32.9770103,-117.0934420,6.67091937777e-05
17035.0,3.0,6,131598,+32.9724335,-117.0950705,4.5593398076e-05
17036.0,1.0,15,328690,+32.9568052,-117.1255459,4.56357053759e-05
17036.0,2.0,30,274975,+32.9591854,-117.1189446,0.000109100827348
17036.0,3.0,47,392652,+32.9626849,-117.1225916,0.000119698868209
17037.0,1.0,42,648337,+32.9499102,-117.1122001,6.47811246312e-05
17037.0,2.0,49,520399,+32.9550197,-117.1161605,9.41585206736e-05
17037.0,3.0,48,1440815,+32.9461560,-117.1205339,3.3314478264e-05
17037.0,4.0,23,555449,+32.9518056,-117.1259327,4.14079420433e-05
17039.0,1.0,18,271830,+32.9693497,-117.0699037,6.62178567487e-05
17039.0,2.0,89,1679697,+32.9577340,-117.0958220,5.29857468341e-05
17039.0,3.0,120,2864800,+32.9530043,-117.0897495,4.18877408545e-05
17042.0,1.0,145,2453899,+32.9428131,-117.0719571,5.90896365335e-05
17042.0,2.0,16,302689,+32.9450384,-117.0898868,5.28595356951e-05
17042.0,3.0,102,2926606,+32.9411708,-117.0954248,3.4852658677e-05
17043.0,1.0,101,1751736,+32.9263482,-117.1095009,5.76570898811e-05
17043.0,2.0,134,1284225,+32.9307013,-117.1007977,0.000104343086297
17044.0,1.0,194,1304894,+32.9249078,-117.0727219,0.000148671079797
17044.0,2.0,128,1107206,+32.9297891,-117.0902213,0.000115606309937
17045.0,1.0,129,1952094,+32.9301351,-117.0679368,6.60828833038e-05
17046.0,1.0,133,2835392,+32.9125992,-117.0976777,4.69070943277e-05
17046.0,2.0,51,447096,+32.9199466,-117.0802821,0.000114069461592
17047.0,1.0,61,654631,+32.9201738,-117.0701638,9.318226604e-05
17047.0,2.0,55,658057,+32.9139496,-117.0766128,8.35793859802e-05
17047.0,3.0,85,820670,+32.9103781,-117.0818503,0.000103573909123
17051.0,1.0,37,817331,+32.9955915,-117.0647980,4.52692972615e-05
17051.0,2.0,39,551592,+33.0047611,-117.0611001,7.07044337119e-05
17051.0,3.0,48,1115579,+33.0091347,-117.0704318,4.30269841939e-05
17052.0,1.0,14,782741,+33.0016165,-117.0724576,1.7885865184e-05
17052.0,2.0,51,1095485,+33.0018515,-117.0779220,4.65547223376e-05
17052.0,3.0,16,319624,+32.9963355,-117.0711508,5.00588191125e-05
17054.0,4.0,2,4816257,+32.9925471,-117.0467712,4.15260232168e-07
17055.0,1.0,37,459451,+32.9741497,-117.0729035,8.05308944806e-05
17055.0,2.0,44,595412,+32.9766927,-117.0768774,7.38984098406e-05
17055.0,3.0,101,1005800,+32.9835542,-117.0704454,0.000100417578047
17056.0,1.0,142,2289646,+32.9822016,-117.0824820,6.2018320736e-05
17056.0,2.0,24,494260,+32.9700759,-117.0852350,4.85574394044e-05
17106.0,1.0,2,9986100,+33.0072991,-117.2301592,2.00278386958e-07
17200.0,4.0,1,743495,+32.9568265,-117.2608854,1.34499895763e-06
17306.0,1.0,16,2288613,+32.9886118,-117.2480971,6.99113393134e-06
17306.0,2.0,7,2412362,+32.9894400,-117.2328448,2.90172038857e-06
20706.0,2.0,1,5985485,+33.1127084,-117.0313034,1.67070838871e-07
20706.0,3.0,1,6114998,+33.0879345,-117.0378217,1.63532351114e-07
20709.0,1.0,4,100980949,+33.1311558,-116.9769969,3.96114320534e-08
20710.0,1.0,3,24585168,+33.0785891,-117.0160101,1.22024791533e-07
21400.0,1.0,414,2403028,+32.7335567,-117.2165766,0.00017228263674
21400.0,2.0,51,387920,+32.7300893,-117.2281795,0.000131470406269
21400.0,3.0,50,381434,+32.7241826,-117.2300546,0.000131084276703
21500.0,1.0,168,10735318,+32.9506518,-117.1858644,1.56492802542e-05
21500.0,2.0,148,1406709,+32.9529850,-117.2061648,0.000105210103867
21500.0,3.0,53,438376,+32.9560555,-117.2094635,0.00012090077924
21900.0,2.0,1,1481479,+32.6758479,-117.1131363,6.75001130627e-07
